REGION,DISTRICT,new_FACILITY,Year,Month,Suspect,n
Mara,Bunda,Manyamanyama Health Center,2020,9,Suspect,2
Mara,Bunda,Manyamanyama Health Center,2020,12,Healthy,1
Mara,Bunda,Manyamanyama Health Center,2020,12,Suspect,8
Mara,Bunda,Manyamanyama Health Center,2021,1,Suspect,1
Mara,Bunda,Manyamanyama Health Center,2021,5,Suspect,3
Mara,Bunda,Manyamanyama Health Center,2021,6,Healthy,1
Mara,Bunda,Manyamanyama Health Center,2021,6,Suspect,6
Mara,Bunda,Manyamanyama Health Center,2021,7,Healthy,1
Mara,Bunda,Manyamanyama Health Center,2021,8,Suspect,1
Mara,Bunda,Manyamanyama Health Center,2021,9,Suspect,1
Mara,Bunda,Manyamanyama Health Center,2021,11,Suspect,1
Mara,Bunda,Manyamanyama Health Center,2022,1,Suspect,1
Mara,Bunda,Manyamanyama Health Center,2022,3,Healthy,1
Mara,Bunda,Manyamanyama Health Center,2022,3,Suspect,1
Mara,Bunda,Manyamanyama Health Center,2022,6,Healthy,1
Mara,Bunda,Manyamanyama Health Center,2022,6,Suspect,5
Mara,Bunda,Manyamanyama Health Center,2022,7,Suspect,6
Mara,Bunda,Manyamanyama Health Center,2022,8,Suspect,1
Mara,Bunda,Manyamanyama Health Center,2022,9,Healthy,2
Mara,Bunda,Manyamanyama Health Center,2022,10,Suspect,2
Mara,Bunda,Manyamanyama Health Center,2022,12,Healthy,3
Mara,Bunda,Manyamanyama Health Center,2022,12,Suspect,4
Mara,Bunda,Manyamanyama Health Center,2023,1,Healthy,3
Mara,Bunda,Manyamanyama Health Center,2023,1,Suspect,5
Mara,Bunda,Manyamanyama Health Center,2023,2,Healthy,10
Mara,Bunda,Manyamanyama Health Center,2023,2,Suspect,5
Mara,Bunda,Manyamanyama Health Center,2023,3,Suspect,3
Mara,Bunda,Manyamanyama Health Center,2023,4,Healthy,1
Mara,Bunda,Manyamanyama Health Center,2023,4,Suspect,11
Mara,Bunda,Manyamanyama Health Center,2023,5,Suspect,2
Mara,Bunda,Manyamanyama Health Center,2023,6,Suspect,1
Mara,Bunda,Manyamanyama Health Center,2023,7,Suspect,2
Mara,Bunda,Manyamanyama Health Center,2023,8,Suspect,1
Mara,Bunda,Manyamanyama Health Center,2023,9,Suspect,2
Mara,Bunda,Manyamanyama Health Center,2023,12,Healthy,1
Mara,Bunda,Manyamanyama Health Center,2023,12,Suspect,4
Mara,Bunda,Mugeta Health Center,2018,6,Suspect,1
Mara,Bunda,Mugeta Health Center,2018,10,Suspect,1
Mara,Bunda,Mugeta Health Center,2019,8,Healthy,1
Mara,Bunda,Mugeta Health Center,2019,10,Healthy,1
Mara,Bunda,Mugeta Health Center,2020,7,Suspect,5
Mara,Bunda,Mugeta Health Center,2020,9,Suspect,1
Mara,Bunda,Mugeta Health Center,2022,3,Healthy,1
Mara,Bunda,Mugeta Health Center,2022,3,Suspect,1
Mara,Bunda,Mugeta Health Center,2023,1,Suspect,1
Mara,Bunda,Mugeta Health Center,2023,2,Suspect,1
Mara,Bunda,Shirati Hospital,2019,5,Healthy,1
Mara,Bunda,Shirati Hospital,2019,5,Suspect,1
Mara,Bunda,Shirati Hospital,2019,6,Healthy,1
Mara,Bunda,Shirati Hospital,2019,6,Suspect,1
Mara,Bunda,Shirati Hospital,2019,7,Suspect,1
Mara,Bunda,Tandahimba District Hospital,2018,8,Healthy,1
Mara,Bunda,Tanzania Facility,2022,8,Healthy,1
Mara,Bunda,Ulanga District Hospital,2022,1,Healthy,1
Mara,Bunda,Ulanga District Hospital,2022,1,Suspect,2
Mara,Bunda,Ulanga District Hospital,2022,2,Healthy,1
Mara,Bunda,Ulanga District Hospital,2022,2,Suspect,1
Mara,Bunda,Ulanga District Hospital,2022,3,Healthy,3
Mara,Bunda,Ulanga District Hospital,2022,4,Healthy,3
Mara,Bunda,Ulanga District Hospital,2022,4,Suspect,2
Mara,Bunda,Ulanga District Hospital,2022,5,Healthy,1
Mara,Bunda,Ulanga District Hospital,2022,6,Healthy,1
Mara,Butiama,Buhemba Health Center,2018,7,Suspect,1
Mara,Butiama,Buhemba Health Center,2018,9,Healthy,1
Mara,Butiama,Buhemba Health Center,2018,11,Suspect,4
Mara,Butiama,Buhemba Health Center,2018,12,Suspect,1
Mara,Butiama,Buhemba Health Center,2019,3,Suspect,1
Mara,Butiama,Buhemba Health Center,2019,6,Suspect,1
Mara,Butiama,Buhemba Health Center,2019,7,Suspect,1
Mara,Butiama,Buhemba Health Center,2019,8,Suspect,1
Mara,Butiama,Buhemba Health Center,2020,4,Suspect,3
Mara,Butiama,Buhemba Health Center,2020,5,Suspect,2
Mara,Butiama,Buhemba Health Center,2021,1,Suspect,1
Mara,Butiama,Buhemba Health Center,2021,2,Healthy,1
Mara,Butiama,Buhemba Health Center,2021,3,Healthy,1
Mara,Butiama,Buhemba Health Center,2021,3,Suspect,1
Mara,Butiama,Buhemba Health Center,2021,4,Healthy,1
Mara,Butiama,Buhemba Health Center,2021,5,Healthy,2
Mara,Butiama,Buhemba Health Center,2021,5,Suspect,1
Mara,Butiama,Buhemba Health Center,2021,7,Healthy,1
Mara,Butiama,Buhemba Health Center,2021,8,Healthy,1
Mara,Butiama,Buhemba Health Center,2021,10,Healthy,1
Mara,Butiama,Buhemba Health Center,2021,11,Suspect,1
Mara,Butiama,Buhemba Health Center,2021,12,Suspect,2
Mara,Butiama,Buhemba Health Center,2022,1,Healthy,2
Mara,Butiama,Buhemba Health Center,2022,2,Healthy,4
Mara,Butiama,Buhemba Health Center,2022,2,Suspect,1
Mara,Butiama,Buhemba Health Center,2022,3,Healthy,1
Mara,Butiama,Buhemba Health Center,2022,3,Suspect,2
Mara,Butiama,Buhemba Health Center,2022,4,Healthy,2
Mara,Butiama,Buhemba Health Center,2022,4,Suspect,1
Mara,Butiama,Buhemba Health Center,2022,5,Healthy,2
Mara,Butiama,Buhemba Health Center,2022,5,Suspect,2
Mara,Butiama,Buhemba Health Center,2022,6,Healthy,3
Mara,Butiama,Buhemba Health Center,2022,7,Healthy,3
Mara,Butiama,Buhemba Health Center,2022,7,Suspect,1
Mara,Butiama,Buhemba Health Center,2022,9,Suspect,3
Mara,Butiama,Buhemba Health Center,2022,10,Suspect,2
Mara,Butiama,Butiama District Hospital,2018,9,Healthy,1
Mara,Butiama,Butiama District Hospital,2018,9,Suspect,1
Mara,Butiama,Butiama District Hospital,2018,11,Healthy,1
Mara,Butiama,Butiama District Hospital,2018,12,Healthy,1
Mara,Butiama,Butiama District Hospital,2018,12,Suspect,2
Mara,Butiama,Butiama District Hospital,2019,1,Healthy,3
Mara,Butiama,Butiama District Hospital,2019,1,Suspect,6
Mara,Butiama,Butiama District Hospital,2019,3,Healthy,4
Mara,Butiama,Butiama District Hospital,2019,3,Suspect,6
Mara,Butiama,Butiama District Hospital,2019,4,Healthy,1
Mara,Butiama,Butiama District Hospital,2019,4,Suspect,5
Mara,Butiama,Butiama District Hospital,2019,5,Suspect,1
Mara,Butiama,Butiama District Hospital,2019,6,Suspect,19
Mara,Butiama,Butiama District Hospital,2019,7,Healthy,4
Mara,Butiama,Butiama District Hospital,2019,7,Suspect,6
Mara,Butiama,Butiama District Hospital,2019,8,Healthy,1
Mara,Butiama,Butiama District Hospital,2020,1,Suspect,1
Mara,Butiama,Butiama District Hospital,2020,2,Suspect,1
Mara,Butiama,Butiama District Hospital,2020,5,Suspect,3
Mara,Butiama,Butiama District Hospital,2020,6,Suspect,2
Mara,Butiama,Butiama District Hospital,2020,11,Suspect,4
Mara,Butiama,Butiama District Hospital,2020,12,Healthy,3
Mara,Butiama,Butiama District Hospital,2020,12,Suspect,7
Mara,Butiama,Butiama District Hospital,2021,1,Healthy,1
Mara,Butiama,Butiama District Hospital,2021,1,Suspect,3
Mara,Butiama,Butiama District Hospital,2021,2,Suspect,3
Mara,Butiama,Butiama District Hospital,2021,3,Suspect,3
Mara,Butiama,Butiama District Hospital,2021,4,Suspect,3
Mara,Butiama,Butiama District Hospital,2021,8,Suspect,3
Mara,Butiama,Butiama District Hospital,2021,9,Suspect,3
Mara,Butiama,Butiama District Hospital,2021,10,Suspect,1
Mara,Butiama,Butiama District Hospital,2021,11,Suspect,4
Mara,Butiama,Butiama District Hospital,2022,1,Suspect,3
Mara,Butiama,Butiama District Hospital,2022,3,Healthy,1
Mara,Butiama,Butiama District Hospital,2022,3,Suspect,3
Mara,Butiama,Butiama District Hospital,2022,6,Healthy,3
Mara,Butiama,Butiama District Hospital,2022,6,Suspect,3
Mara,Butiama,Butiama District Hospital,2022,7,Healthy,1
Mara,Butiama,Butiama District Hospital,2022,7,Suspect,8
Mara,Butiama,Butiama District Hospital,2022,8,Healthy,5
Mara,Butiama,Butiama District Hospital,2022,9,Healthy,2
Mara,Butiama,Butiama District Hospital,2022,9,Suspect,2
Mara,Butiama,Butiama District Hospital,2022,12,Suspect,4
Mara,Butiama,Butiama District Hospital,2023,1,Suspect,4
Mara,Butiama,Butiama District Hospital,2023,2,Suspect,1
Mara,Butiama,Butiama District Hospital,2023,3,Suspect,1
Mara,Butiama,Butiama District Hospital,2023,5,Suspect,1
Mara,Butiama,Butiama District Hospital,2023,6,Suspect,1
Mara,Butiama,Butiama District Hospital,2023,7,Suspect,3
Mara,Butiama,Butiama District Hospital,2023,8,Suspect,1
Mara,Butiama,Butiama District Hospital,2023,10,Suspect,2
Mara,Butiama,Butiama District Hospital,2023,11,Suspect,3
Mara,Butiama,Ikizu Health Center,2022,3,Suspect,1
Mara,Butiama,Kiagata Health Center,2022,3,Healthy,3
Mara,Butiama,Kiagata Health Center,2022,4,Suspect,2
Mara,Butiama,Kiagata Health Center,2022,5,Healthy,1
Mara,Butiama,Kiagata Health Center,2022,5,Suspect,2
Mara,Butiama,Kiagata Health Center,2022,6,Healthy,4
Mara,Butiama,Kiagata Health Center,2022,6,Suspect,2
Mara,Butiama,Kiagata Health Center,2022,7,Healthy,2
Mara,Butiama,Kiagata Health Center,2022,8,Healthy,1
Mara,Butiama,Kiagata Health Center,2022,9,Healthy,1
Mara,Butiama,Kiagata Health Center,2023,9,Healthy,2
Mara,Butiama,Kiagata Health Center,2023,11,Healthy,1
Mara,Butiama,Kiagata Health Center,2023,11,Suspect,1
Mara,Butiama,Manyamanyama Health Center,2019,6,Suspect,1
Mara,Butiama,Manyamanyama Health Center,2020,3,Healthy,1
Mara,Butiama,Manyamanyama Health Center,2020,3,Suspect,1
Mara,Butiama,Manyamanyama Health Center,2020,4,Healthy,1
Mara,Butiama,Manyamanyama Health Center,2020,7,Suspect,1
Mara,Butiama,Manyamanyama Health Center,2022,2,Suspect,1
Mara,Butiama,Manyamanyama Health Center,2022,9,Suspect,1
Mara,Butiama,Manyamanyama Health Center,2022,10,Healthy,1
Mara,Butiama,Manyamanyama Health Center,2022,10,Suspect,1
Mara,Butiama,Manyamanyama Health Center,2022,11,Suspect,2
Mara,Butiama,Manyamanyama Health Center,2023,4,Healthy,1
Mara,Butiama,Manyamanyama Health Center,2023,5,Suspect,1
Mara,Butiama,Manyamanyama Health Center,2023,9,Suspect,3
Mara,Butiama,Musoma Regional Hospital,2021,10,Suspect,1
Mara,Butiama,Musoma Regional Hospital,2023,3,Suspect,1
Mara,Butiama,Nyasho Health Center,2018,8,Healthy,1
Mara,Butiama,Nyasho Health Center,2018,8,Suspect,1
Mara,Butiama,Nyasho Health Center,2020,11,Suspect,1
Mara,Butiama,Nyasho Health Center,2023,9,Suspect,1
Mara,Butiama,RCH B Health Center,2019,10,Suspect,1
Mara,Butiama,Tanzania Facility,2022,8,Suspect,1
Mara,Butiama,Tarime District Hospital,2023,10,Suspect,1
Mara,Musoma,Buhemba Health Center,2019,2,Suspect,1
Mara,Musoma,Buhemba Health Center,2019,6,Suspect,1
Mara,Musoma,Butiama District Hospital,2019,4,Suspect,1
Mara,Musoma,Butiama District Hospital,2021,9,Suspect,1
Mara,Musoma,Butiama District Hospital,2023,10,Suspect,1
Mara,Musoma,Butiama District Hospital,2023,12,Suspect,1
Mara,Musoma,Coptic Health Center,2022,6,Healthy,1
Mara,Musoma,Coptic Health Center,2022,6,Suspect,2
Mara,Musoma,Coptic Health Center,2022,7,Suspect,2
Mara,Musoma,Manyamanyama Health Center,2019,2,Suspect,1
Mara,Musoma,Manyamanyama Health Center,2021,8,Suspect,1
Mara,Musoma,Manyamanyama Health Center,2021,11,Suspect,2
Mara,Musoma,Manyamanyama Health Center,2022,2,Suspect,2
Mara,Musoma,Manyamanyama Health Center,2022,9,Suspect,1
Mara,Musoma,Manyamanyama Health Center,2022,11,Healthy,1
Mara,Musoma,Manyamanyama Health Center,2023,3,Suspect,1
Mara,Musoma,Manyamanyama Health Center,2023,6,Suspect,1
Mara,Musoma,Manyamanyama Health Center,2023,9,Suspect,1
Mara,Musoma,Mugango Health Center,2020,8,Healthy,1
Mara,Musoma,Mugango Health Center,2020,8,Suspect,1
Mara,Musoma,Mugango Health Center,2022,10,Suspect,1
Mara,Musoma,Mugango Health Center,2023,3,Suspect,1
Mara,Musoma,Mugango Health Center,2023,6,Healthy,1
Mara,Musoma,Mugango Health Center,2023,7,Healthy,1
Mara,Musoma,Murangi Health Center,2018,9,Healthy,1
Mara,Musoma,Murangi Health Center,2018,9,Suspect,4
Mara,Musoma,Murangi Health Center,2018,11,Suspect,1
Mara,Musoma,Murangi Health Center,2018,12,Healthy,1
Mara,Musoma,Murangi Health Center,2019,3,Suspect,1
Mara,Musoma,Murangi Health Center,2019,5,Healthy,1
Mara,Musoma,Murangi Health Center,2019,7,Healthy,1
Mara,Musoma,Murangi Health Center,2019,10,Healthy,1
Mara,Musoma,Murangi Health Center,2019,12,Healthy,1
Mara,Musoma,Murangi Health Center,2020,1,Healthy,5
Mara,Musoma,Murangi Health Center,2020,2,Healthy,1
Mara,Musoma,Murangi Health Center,2020,2,Suspect,1
Mara,Musoma,Murangi Health Center,2020,4,Healthy,1
Mara,Musoma,Murangi Health Center,2020,7,Healthy,3
Mara,Musoma,Murangi Health Center,2020,7,Suspect,2
Mara,Musoma,Murangi Health Center,2020,9,Suspect,2
Mara,Musoma,Murangi Health Center,2020,10,Healthy,2
Mara,Musoma,Murangi Health Center,2020,11,Healthy,1
Mara,Musoma,Murangi Health Center,2020,11,Suspect,2
Mara,Musoma,Murangi Health Center,2020,12,Healthy,1
Mara,Musoma,Murangi Health Center,2020,12,Suspect,2
Mara,Musoma,Murangi Health Center,2021,1,Healthy,1
Mara,Musoma,Murangi Health Center,2021,2,Suspect,3
Mara,Musoma,Murangi Health Center,2021,3,Healthy,2
Mara,Musoma,Murangi Health Center,2021,5,Healthy,1
Mara,Musoma,Murangi Health Center,2021,5,Suspect,1
Mara,Musoma,Murangi Health Center,2021,7,Healthy,1
Mara,Musoma,Murangi Health Center,2021,8,Suspect,1
Mara,Musoma,Murangi Health Center,2021,9,Healthy,1
Mara,Musoma,Murangi Health Center,2021,11,Suspect,5
Mara,Musoma,Murangi Health Center,2021,12,Healthy,1
Mara,Musoma,Murangi Health Center,2021,12,Suspect,6
Mara,Musoma,Murangi Health Center,2022,3,Healthy,1
Mara,Musoma,Murangi Health Center,2022,3,Suspect,3
Mara,Musoma,Murangi Health Center,2022,4,Healthy,1
Mara,Musoma,Murangi Health Center,2022,5,Healthy,1
Mara,Musoma,Murangi Health Center,2022,6,Healthy,2
Mara,Musoma,Murangi Health Center,2022,6,Suspect,3
Mara,Musoma,Murangi Health Center,2022,7,Healthy,5
Mara,Musoma,Murangi Health Center,2022,7,Suspect,7
Mara,Musoma,Murangi Health Center,2022,8,Healthy,1
Mara,Musoma,Murangi Health Center,2023,1,Suspect,1
Mara,Musoma,Murangi Health Center,2023,2,Suspect,1
Mara,Musoma,Murangi Health Center,2023,3,Suspect,1
Mara,Musoma,Murangi Health Center,2023,5,Healthy,1
Mara,Musoma,Murangi Health Center,2023,7,Healthy,1
Mara,Musoma,Murangi Health Center,2023,7,Suspect,1
Mara,Musoma,Murangi Health Center,2023,8,Suspect,2
Mara,Musoma,Murangi Health Center,2023,9,Healthy,1
Mara,Musoma,Murangi Health Center,2023,9,Suspect,4
Mara,Musoma,Murangi Health Center,2023,11,Suspect,1
Mara,Musoma,Murangi Health Center,2023,12,Suspect,6
Mara,Musoma,Musoma Regional Hospital,2020,9,Suspect,2
Mara,Musoma,Musoma Regional Hospital,2020,10,Suspect,1
Mara,Musoma,Musoma Regional Hospital,2020,11,Suspect,1
Mara,Musoma,Musoma Regional Hospital,2020,12,Suspect,1
Mara,Musoma,Musoma Regional Hospital,2021,1,Healthy,1
Mara,Musoma,Musoma Regional Hospital,2021,2,Suspect,2
Mara,Musoma,Musoma Regional Hospital,2021,9,Suspect,1
Mara,Musoma,Musoma Regional Hospital,2021,10,Healthy,1
Mara,Musoma,Musoma Regional Hospital,2022,12,Suspect,1
Mara,Musoma,Musoma Regional Hospital,2023,1,Healthy,1
Mara,Musoma,Musoma Regional Hospital,2023,1,Suspect,1
Mara,Musoma,Musoma Regional Hospital,2023,2,Suspect,1
Mara,Musoma,Musoma Regional Hospital,2023,3,Suspect,1
Mara,Musoma,Newala District Hospital,2019,5,Suspect,1
Mara,Musoma,Nyasho Health Center,2018,8,Healthy,1
Mara,Musoma,Nyasho Health Center,2019,3,Healthy,1
Mara,Musoma,Nyasho Health Center,2019,5,Healthy,5
Mara,Musoma,Nyasho Health Center,2019,5,Suspect,2
Mara,Musoma,Nyasho Health Center,2019,9,Healthy,2
Mara,Musoma,Nyasho Health Center,2019,9,Suspect,3
Mara,Musoma,Nyasho Health Center,2019,10,Suspect,1
Mara,Musoma,Nyasho Health Center,2019,12,Healthy,1
Mara,Musoma,Nyasho Health Center,2020,1,Suspect,2
Mara,Musoma,Nyasho Health Center,2020,2,Healthy,2
Mara,Musoma,Nyasho Health Center,2020,2,Suspect,5
Mara,Musoma,Nyasho Health Center,2020,3,Suspect,1
Mara,Musoma,Nyasho Health Center,2020,10,Suspect,2
Mara,Musoma,Nyasho Health Center,2020,11,Suspect,2
Mara,Musoma,Nyasho Health Center,2020,12,Healthy,1
Mara,Musoma,Nyasho Health Center,2020,12,Suspect,1
Mara,Musoma,Nyasho Health Center,2021,1,Suspect,5
Mara,Musoma,Nyasho Health Center,2021,2,Suspect,2
Mara,Musoma,Nyasho Health Center,2021,6,Healthy,1
Mara,Musoma,Nyasho Health Center,2021,6,Suspect,1
Mara,Musoma,Nyasho Health Center,2021,7,Healthy,3
Mara,Musoma,Nyasho Health Center,2021,7,Suspect,1
Mara,Musoma,Nyasho Health Center,2021,8,Healthy,3
Mara,Musoma,Nyasho Health Center,2021,8,Suspect,1
Mara,Musoma,Nyasho Health Center,2021,9,Healthy,4
Mara,Musoma,Nyasho Health Center,2021,9,Suspect,3
Mara,Musoma,Nyasho Health Center,2021,10,Suspect,1
Mara,Musoma,Nyasho Health Center,2021,11,Healthy,1
Mara,Musoma,Nyasho Health Center,2021,11,Suspect,4
Mara,Musoma,Nyasho Health Center,2021,12,Suspect,1
Mara,Musoma,Nyasho Health Center,2022,3,Suspect,6
Mara,Musoma,Nyasho Health Center,2022,4,Healthy,2
Mara,Musoma,Nyasho Health Center,2022,4,Suspect,4
Mara,Musoma,Nyasho Health Center,2022,5,Suspect,1
Mara,Musoma,Nyasho Health Center,2022,6,Healthy,1
Mara,Musoma,Nyasho Health Center,2022,6,Suspect,2
Mara,Musoma,Nyasho Health Center,2022,7,Suspect,2
Mara,Musoma,Nyasho Health Center,2022,9,Suspect,2
Mara,Musoma,Nyasho Health Center,2022,10,Suspect,7
Mara,Musoma,Nyasho Health Center,2022,12,Healthy,2
Mara,Musoma,Nyasho Health Center,2022,12,Suspect,5
Mara,Musoma,Nyasho Health Center,2023,1,Healthy,1
Mara,Musoma,Nyasho Health Center,2023,1,Suspect,4
Mara,Musoma,Nyasho Health Center,2023,2,Suspect,1
Mara,Musoma,Nyasho Health Center,2023,3,Suspect,2
Mara,Musoma,Nyasho Health Center,2023,4,Suspect,1
Mara,Musoma,Nyasho Health Center,2023,5,Healthy,3
Mara,Musoma,Nyasho Health Center,2023,6,Suspect,2
Mara,Musoma,Nyasho Health Center,2023,7,Suspect,3
Mara,Musoma,Nyasho Health Center,2023,9,Suspect,4
Mara,Musoma,Nyasho Health Center,2023,12,Suspect,4
Mara,Musoma,Shirati Hospital,2019,7,Suspect,1
Mara,Rorya,Bunda District Hospital,2022,11,Healthy,2
Mara,Rorya,Butiama District Hospital,2021,11,Suspect,1
Mara,Rorya,Kinesi Health Center,2020,5,Suspect,1
Mara,Rorya,Kinesi Health Center,2020,6,Suspect,2
Mara,Rorya,Kinesi Health Center,2020,7,Suspect,3
Mara,Rorya,Kinesi Health Center,2020,9,Healthy,2
Mara,Rorya,Kinesi Health Center,2020,10,Healthy,2
Mara,Rorya,Kinesi Health Center,2020,11,Healthy,1
Mara,Rorya,Kinesi Health Center,2021,2,Healthy,1
Mara,Rorya,Kinesi Health Center,2021,5,Healthy,1
Mara,Rorya,Kinesi Health Center,2021,6,Healthy,2
Mara,Rorya,Kinesi Health Center,2021,6,Suspect,1
Mara,Rorya,Kinesi Health Center,2021,9,Healthy,1
Mara,Rorya,Kinesi Health Center,2022,3,Suspect,1
Mara,Rorya,Kinesi Health Center,2022,4,Healthy,1
Mara,Rorya,Kinesi Health Center,2022,4,Suspect,1
Mara,Rorya,Kinesi Health Center,2022,5,Suspect,2
Mara,Rorya,Kinesi Health Center,2022,7,Healthy,1
Mara,Rorya,Kinesi Health Center,2022,8,Healthy,2
Mara,Rorya,Kinesi Health Center,2022,8,Suspect,1
Mara,Rorya,Kinesi Health Center,2023,1,Suspect,1
Mara,Rorya,Kinesi Health Center,2023,4,Suspect,1
Mara,Rorya,Kinesi Health Center,2023,6,Healthy,1
Mara,Rorya,Kinesi Health Center,2023,7,Healthy,1
Mara,Rorya,Kinesi Health Center,2023,7,Suspect,2
Mara,Rorya,Kinesi Health Center,2023,9,Suspect,2
Mara,Rorya,Kinesi Health Center,2023,10,Healthy,1
Mara,Rorya,Kinesi Health Center,2023,10,Suspect,1
Mara,Rorya,Kinesi Health Center,2023,11,Suspect,1
Mara,Rorya,Kinesi Health Center,2023,12,Healthy,1
Mara,Rorya,Nyamagaro Health Center,2020,9,Suspect,1
Mara,Rorya,Nyamagaro Health Center,2020,10,Healthy,1
Mara,Rorya,Nyamagaro Health Center,2020,11,Suspect,1
Mara,Rorya,Nyamagaro Health Center,2020,12,Healthy,1
Mara,Rorya,Nyamagaro Health Center,2021,1,Healthy,2
Mara,Rorya,Nyamagaro Health Center,2021,2,Healthy,1
Mara,Rorya,Nyamagaro Health Center,2022,4,Healthy,2
Mara,Rorya,Nyamagaro Health Center,2022,4,Suspect,2
Mara,Rorya,Nyamagaro Health Center,2022,5,Healthy,1
Mara,Rorya,Nyamagaro Health Center,2022,5,Suspect,3
Mara,Rorya,Nyamagaro Health Center,2022,7,Suspect,1
Mara,Rorya,Nyamagaro Health Center,2022,11,Healthy,3
Mara,Rorya,Nyamagaro Health Center,2022,11,Suspect,1
Mara,Rorya,Nyamagaro Health Center,2022,12,Healthy,1
Mara,Rorya,Nyamagaro Health Center,2022,12,Suspect,1
Mara,Rorya,Nyamagaro Health Center,2023,1,Suspect,3
Mara,Rorya,Nyamagaro Health Center,2023,2,Suspect,6
Mara,Rorya,Nyamagaro Health Center,2023,3,Healthy,3
Mara,Rorya,Nyamagaro Health Center,2023,3,Suspect,3
Mara,Rorya,Nyamagaro Health Center,2023,4,Suspect,1
Mara,Rorya,Nyamagaro Health Center,2023,6,Suspect,2
Mara,Rorya,Nyamagaro Health Center,2023,7,Suspect,2
Mara,Rorya,Nyamagaro Health Center,2023,8,Suspect,1
Mara,Rorya,Nyamagaro Health Center,2023,10,Suspect,1
Mara,Rorya,Nyasho Health Center,2020,1,Healthy,1
Mara,Rorya,Nyasho Health Center,2022,11,Suspect,1
Mara,Rorya,Shirati Hospital,2018,4,Suspect,1
Mara,Rorya,Shirati Hospital,2018,6,Suspect,5
Mara,Rorya,Shirati Hospital,2018,7,Suspect,1
Mara,Rorya,Shirati Hospital,2018,8,Healthy,1
Mara,Rorya,Shirati Hospital,2018,8,Suspect,3
Mara,Rorya,Shirati Hospital,2018,9,Suspect,1
Mara,Rorya,Shirati Hospital,2019,4,Healthy,1
Mara,Rorya,Shirati Hospital,2019,4,Suspect,2
Mara,Rorya,Shirati Hospital,2019,6,Healthy,2
Mara,Rorya,Shirati Hospital,2019,7,Suspect,1
Mara,Rorya,Shirati Hospital,2019,8,Suspect,3
Mara,Rorya,Shirati Hospital,2019,9,Suspect,1
Mara,Rorya,Shirati Hospital,2019,10,Suspect,1
Mara,Rorya,Shirati Hospital,2019,11,Suspect,3
Mara,Rorya,Shirati Hospital,2019,12,Suspect,1
Mara,Rorya,Shirati Hospital,2020,1,Suspect,5
Mara,Rorya,Shirati Hospital,2020,2,Suspect,4
Mara,Rorya,Shirati Hospital,2020,3,Suspect,3
Mara,Rorya,Shirati Hospital,2020,4,Suspect,1
Mara,Rorya,Shirati Hospital,2020,7,Suspect,3
Mara,Rorya,Shirati Hospital,2020,8,Suspect,3
Mara,Rorya,Shirati Hospital,2020,9,Healthy,1
Mara,Rorya,Shirati Hospital,2020,11,Healthy,2
Mara,Rorya,Shirati Hospital,2020,12,Healthy,2
Mara,Rorya,Shirati Hospital,2021,1,Healthy,2
Mara,Rorya,Shirati Hospital,2021,1,Suspect,2
Mara,Rorya,Shirati Hospital,2021,2,Healthy,1
Mara,Rorya,Shirati Hospital,2021,2,Suspect,2
Mara,Rorya,Shirati Hospital,2021,3,Suspect,1
Mara,Rorya,Shirati Hospital,2021,7,Healthy,3
Mara,Rorya,Shirati Hospital,2021,8,Healthy,2
Mara,Rorya,Shirati Hospital,2021,8,Suspect,3
Mara,Rorya,Shirati Hospital,2021,9,Healthy,3
Mara,Rorya,Shirati Hospital,2021,9,Suspect,2
Mara,Rorya,Shirati Hospital,2021,10,Healthy,1
Mara,Rorya,Shirati Hospital,2021,10,Suspect,2
Mara,Rorya,Shirati Hospital,2021,11,Healthy,3
Mara,Rorya,Shirati Hospital,2021,11,Suspect,5
Mara,Rorya,Shirati Hospital,2021,12,Suspect,8
Mara,Rorya,Shirati Hospital,2022,1,Healthy,1
Mara,Rorya,Shirati Hospital,2022,2,Healthy,1
Mara,Rorya,Shirati Hospital,2022,3,Healthy,2
Mara,Rorya,Shirati Hospital,2022,3,Suspect,5
Mara,Rorya,Shirati Hospital,2022,4,Healthy,1
Mara,Rorya,Shirati Hospital,2022,5,Healthy,2
Mara,Rorya,Shirati Hospital,2022,6,Healthy,3
Mara,Rorya,Shirati Hospital,2022,11,Healthy,1
Mara,Rorya,Shirati Hospital,2022,12,Healthy,3
Mara,Rorya,Shirati Hospital,2022,12,Suspect,1
Mara,Rorya,Shirati Hospital,2023,4,Suspect,1
Mara,Rorya,Shirati Hospital,2023,6,Healthy,2
Mara,Rorya,Shirati Hospital,2023,8,Healthy,1
Mara,Rorya,Shirati Hospital,2023,8,Suspect,2
Mara,Rorya,Shirati Hospital,2023,9,Healthy,3
Mara,Rorya,Shirati Hospital,2023,9,Suspect,3
Mara,Rorya,Shirati Hospital,2023,10,Healthy,1
Mara,Rorya,Shirati Hospital,2023,10,Suspect,2
Mara,Rorya,Tarime District Hospital,2023,11,Suspect,1
Mara,Rorya,Utegi Health Center,2019,12,Suspect,1
Mara,Rorya,Utegi Health Center,2020,1,Suspect,2
Mara,Rorya,Utegi Health Center,2020,7,Suspect,1
Mara,Rorya,Utegi Health Center,2020,8,Suspect,1
Mara,Rorya,Utegi Health Center,2020,10,Healthy,3
Mara,Rorya,Utegi Health Center,2021,6,Healthy,2
Mara,Rorya,Utegi Health Center,2022,3,Healthy,1
